,date,transect,spp,location_cm,height_cm,demographic,flower,year
7736,5/18/2022,t48,ERIN4,8783,36,S,0,2022
7737,5/18/2022,t48,AMDU2,8817,25,D,0,2022
7738,5/18/2022,t48,KRER,8827,28,M,0,2022
7739,5/18/2022,t48,KRER,9010,27,M,0,2022
7740,5/18/2022,t48,AMDU2,9216,25,D,0,2022
7741,5/18/2022,t48,LATR2,9292,98,M,0,2022
7742,5/18/2022,t48,LATR2,9271,92,M,0,2022
7743,5/18/2022,t48,LATR2,9302,115,M,0,2022
7744,5/18/2022,t48,AMDU2,9370,40,D,0,2022
7745,5/18/2022,t48,AMDU2,9389,40,M,0,2022
7747,5/18/2022,t48,ERIN4,9824,30,S,0,2022
7748,5/18/2022,t48,ERIN4,9823,19,S,0,2022
7749,5/18/2022,t48,ERIN4,9839,20,S,0,2022
7750,5/18/2022,t48,ERIN4,9841,28,S,0,2022
7751,5/18/2022,t48,ERIN4,9852,28,S,0,2022
7752,5/18/2022,t48,ERIN4,9853,25,S,0,2022
7753,5/18/2022,t48,ERIN4,9860,30,S,0,2022
7754,5/18/2022,t48,ERIN4,9863,25,S,0,2022
7755,5/18/2022,t48,ERIN4,9870,28,S,0,2022
7756,5/18/2022,t48,ERIN4,9964,15,S,0,2022
7757,5/18/2022,t48,ERIN4,9991,15,S,0,2022
7758,5/18/2022,t48,ERIN4,9993,15,S,0,2022
7759,5/18/2022,t48,ERIN4,10000,14,S,0,2022
7760,5/18/2022,t49,AMDU2,37,13,D,0,2022
7761,5/18/2022,t49,AMDU2,44,38,D,0,2022
7762,5/18/2022,t49,AMDU2,55,45,M,0,2022
7763,5/18/2022,t49,GRSP,71,54,M,0,2022
7764,5/18/2022,t49,AMDU2,84,38,M,0,2022
7765,5/18/2022,t49,AMDU2,95,49,M,0,2022
7766,5/18/2022,t49,VIPA14,100,50,M,0,2022
7767,5/18/2022,t49,EPNE,80,47,D,0,2022
7768,5/18/2022,t49,VIPA14,215,48,M,0,2022
7769,5/18/2022,t49,AMDU2,275,45,M,0,2022
7770,5/18/2022,t49,AMDU2,305,50,M,0,2022
7771,5/18/2022,t49,AMDU2,315,55,M,0,2022
7772,5/18/2022,t49,EPNE,460,94,M,0,2022
7773,5/18/2022,t49,SAME,550,42,M,0,2022
7774,5/18/2022,t49,SAME,557,25,S,0,2022
7775,5/18/2022,t49,AMDU2,569,26,D,0,2022
7776,5/18/2022,t49,AMDU2,581,31,D,0,2022
7777,5/18/2022,t49,SAME,580,40,M,0,2022
7778,5/18/2022,t49,SAME,620,50,M,0,2022
7779,5/18/2022,t49,SAME,625,45,M,0,2022
7780,5/18/2022,t49,AMDU2,663,23,D,0,2022
7781,5/18/2022,t49,EPNE,820,28,D,0,2022
7782,5/18/2022,t49,ERIN4,1084,15,S,0,2022
7783,5/18/2022,t49,ERIN4,1594,12,S,0,2022
7784,5/18/2022,t49,ERIN4,1621,14,S,0,2022
7785,5/18/2022,t49,ERIN4,1627,19,S,0,2022
7786,5/18/2022,t49,KRER,1660,38,M,0,2022
7787,5/18/2022,t49,EPNE,1684,45,M,0,2022
7788,5/18/2022,t49,EPNE,1752,9,D,0,2022
7789,5/18/2022,t49,EPNE,1762,14,D,0,2022
7790,5/18/2022,t49,EPNE,1765,30,D,0,2022
7791,5/18/2022,t49,EPNE,1787,75,M,0,2022
7792,5/18/2022,t49,KRER,1844,30,M,0,2022
7793,5/18/2022,t49,ERIN4,1950,23,S,0,2022
7794,5/18/2022,t49,AMDU2,1970,54,M,0,2022
7795,5/18/2022,t49,LATR2,1971,62,D,0,2022
7796,5/18/2022,t49,AMDU2,1976,25,D,0,2022
7797,5/18/2022,t49,LATR2,1995,32,D,0,2022
7798,5/18/2022,t49,ERIN4,2033,22,S,0,2022
7799,5/18/2022,t49,AMDU2,2209,28,D,0,2022
7800,5/18/2022,t49,AMDU2,2401,5,D,0,2022
7801,5/18/2022,t49,AMDU2,2465,9,D,0,2022
7802,5/18/2022,t49,AMDU2,2488,10,D,0,2022
7803,5/18/2022,t49,AMDU2,2509,11,D,0,2022
7804,5/18/2022,t49,KRER,2586,28,M,0,2022
7805,5/18/2022,t49,AMDU2,2601,13,D,0,2022
7807,5/18/2022,t49,KRER,2640,25,D,0,2022
7808,5/18/2022,t49,AMDU2,2793,10,D,0,2022
7809,5/18/2022,t49,LATR2,4415,120,M,0,2022
7813,5/18/2022,t49,EPNE,5362,58,M,0,2022
7814,5/18/2022,t49,AMDU2,5511,5,D,0,2022
7815,5/18/2022,t49,LYAN,5517,75,S,0,2022
7816,5/18/2022,t49,KRER,5565,40,M,0,2022
7817,5/18/2022,t49,LYAN,5552,65,S,0,2022
7818,5/18/2022,t49,AMDU2,5570,45,M,0,2022
7819,5/18/2022,t49,EPNE,5601,35,D,0,2022
7820,5/18/2022,t49,AMDU2,5791,5,D,0,2022
7821,5/18/2022,t49,KRER,5849,30,M,0,2022
7822,5/18/2022,t49,AMDU2,5847,20,D,0,2022
7823,5/18/2022,t49,LYAN,5841,49,S,0,2022
7824,5/18/2022,t49,AMDU2,5865,48,S,0,2022
7825,5/18/2022,t49,ERIN4,6118,28,S,0,2022
7826,5/18/2022,t49,LATR2,6278,100,M,0,2022
7827,5/18/2022,t49,ERIN4,6331,23,S,0,2022
7828,5/18/2022,t49,ERIN4,6339,17,S,0,2022
7829,5/18/2022,t49,ERIN4,6598,17,S,0,2022
7830,5/18/2022,t49,LYAN,6607,51,S,0,2022
7831,5/18/2022,t49,ERIN4,6832,23,S,0,2022
7832,5/18/2022,t49,ERIN4,6831,29,S,0,2022
7833,5/18/2022,t49,ERIN4,6848,19,S,0,2022
7834,5/18/2022,t49,ERIN4,6874,13,S,0,2022
7835,5/18/2022,t49,ERIN4,6889,21,S,0,2022
7836,5/18/2022,t49,ERIN4,6931,18,S,0,2022
7837,5/18/2022,t49,ERIN4,6933,18,S,0,2022
7838,5/18/2022,t49,ERIN4,7187,14,S,0,2022
7839,5/18/2022,t49,ERIN4,7222,19,S,0,2022
7840,5/18/2022,t49,AMDU2,7227,34,D,0,2022
7841,5/18/2022,t49,KRER,7231,20,M,0,2022
7842,5/18/2022,t49,ERIN4,7234,11,S,0,2022
7843,5/18/2022,t49,ERIN4,7237,21,S,0,2022
7844,5/18/2022,t49,AMDU2,7246,13,D,0,2022
7845,5/18/2022,t49,KRER,7269,27,M,0,2022
7846,5/18/2022,t49,AMDU2,7309,55,M,0,2022
7847,5/18/2022,t49,AMDU2,7394,16,D,0,2022
7848,5/18/2022,t49,EPNE,7436,76,M,0,2022
7850,5/18/2022,t49,AMDU2,7624,15,D,0,2022
7851,5/18/2022,t49,ERIN4,7665,32,S,0,2022
7852,5/18/2022,t49,ERIN4,7672,20,S,0,2022
7853,5/18/2022,t49,ERIN4,7669,11,S,0,2022
7854,5/18/2022,t49,ERIN4,7681,21,S,0,2022
7855,5/18/2022,t49,ERIN4,7690,15,S,0,2022
7876,5/18/2022,t49,GRSP,7873,51,M,0,2022
7877,5/18/2022,t49,KRER,7882,36,M,0,2022
7878,5/18/2022,t49,ERIN4,8050,25,S,0,2022
7879,5/18/2022,t49,KRER,8116,20,D,0,2022
7880,5/18/2022,t49,EPNE,8208,29,D,0,2022
7881,5/18/2022,t49,AMDU2,8217,10,D,0,2022
7882,5/18/2022,t49,LATR2,8219,77,M,0,2022
7883,5/18/2022,t49,LATR2,8264,75,M,0,2022
7884,5/18/2022,t49,ERIN4,8279,27,S,0,2022
7885,5/18/2022,t49,AMDU2,8287,36,D,0,2022
7886,5/18/2022,t49,AMDU2,8325,10,D,0,2022
7887,5/18/2022,t49,ERIN4,8345,12,S,0,2022
7888,5/18/2022,t49,ERIN4,8373,15,S,0,2022
7889,5/18/2022,t49,ERIN4,8377,22,S,0,2022
7890,5/18/2022,t49,ERIN4,8378,25,S,0,2022
7891,5/18/2022,t49,ERIN4,8385,20,S,0,2022
7892,5/18/2022,t49,ERIN4,8386,20,S,0,2022
7893,5/18/2022,t49,ERIN4,8389,20,S,0,2022
7894,5/18/2022,t49,ERIN4,8410,15,S,0,2022
7895,5/18/2022,t49,ERIN4,8581,30,S,0,2022
7896,5/18/2022,t49,ERIN4,8650,25,S,0,2022
7897,5/18/2022,t49,ERIN4,8665,20,S,0,2022
7898,5/18/2022,t49,ERIN4,8689,11,S,0,2022
7899,5/18/2022,t49,ERIN4,8698,17,S,0,2022
7900,5/18/2022,t49,LATR2,8790,112,M,0,2022
7901,5/18/2022,t49,ERIN4,8879,12,S,0,2022
7902,5/18/2022,t49,ERIN4,9009,15,S,0,2022
7903,5/18/2022,t49,AMDU2,9291,36,S,0,2022
7904,5/18/2022,t49,AMDU2,9346,9,D,0,2022
7905,5/18/2022,t49,ERIN4,9380,14,S,0,2022
7906,5/18/2022,t49,ERIN4,9397,12,S,0,2022
7907,5/18/2022,t49,ERIN4,9514,16,S,0,2022
7908,5/18/2022,t49,ERIN4,9577,14,S,0,2022
7909,5/18/2022,t49,ERIN4,9598,27,S,0,2022
7910,5/18/2022,t49,ERIN4,9603,21,S,0,2022
7911,5/18/2022,t49,ERIN4,9662,12,S,0,2022
7912,5/18/2022,t49,ERIN4,9790,19,S,0,2022
7913,5/18/2022,t49,AMDU2,9804,11,D,0,2022
7914,5/18/2022,t49,AMDU2,9826,12,D,0,2022
7915,5/18/2022,t49,ERIN4,9892,25,S,0,2022
7916,5/18/2022,t49,ERIN4,9894,36,S,0,2022
7917,5/18/2022,t49,ERIN4,9914,21,S,0,2022
7918,5/18/2022,t49,ERIN4,9930,35,S,0,2022
7919,5/18/2022,t49,AMDU2,9951,15,D,0,2022
7920,5/18/2022,t49,ERIN4,9970,27,S,0,2022
7921,5/18/2022,t49,AMDU2,9987,17,D,0,2022
7922,5/18/2022,t49,KRER,10000,35,M,0,2022
7923,5/18/2022,t50,EPNE,123,79,M,0,2022
7924,5/18/2022,t50,LYAN,202,60,S,0,2022
7925,5/18/2022,t50,AMDU2,245,45,M,0,2022
7926,5/18/2022,t50,PSCO2,484,39,M,0,2022
7927,5/18/2022,t50,ACSP12,499,91,M,0,2022
7928,5/18/2022,t50,AMDU2,510,20,D,0,2022
7929,5/18/2022,t50,LATR2,572,170,M,0,2022
7930,5/18/2022,t50,ACSP12,579,55,M,0,2022
7931,5/18/2022,t50,AMDU2,685,5,D,0,2022
7932,5/18/2022,t50,EPNE,760,78,M,0,2022
7933,5/18/2022,t50,PSCO2,752,48,M,0,2022
7934,5/18/2022,t50,EPNE,742,35,M,0,2022
7935,5/18/2022,t50,AMDU2,1009,30,D,0,2022
7936,5/18/2022,t50,LYAN,1099,62,S,0,2022
7937,5/18/2022,t50,AMDU2,1291,3,D,0,2022
7938,5/18/2022,t50,AMDU2,1294,26,D,0,2022
7939,5/18/2022,t50,AMDU2,1379,15,D,0,2022
7940,5/18/2022,t50,AMDU2,2914,4,D,0,2022
7941,5/18/2022,t50,AMDU2,3645,21,D,0,2022
7942,5/18/2022,t50,AMDU2,3663,48,S,0,2022
7943,5/18/2022,t50,AMDU2,3711,30,D,0,2022
7944,5/18/2022,t50,AMDU2,3758,42,D,0,2022
7945,5/18/2022,t50,AMDU2,3760,48,S,0,2022
7946,5/18/2022,t50,KRER,3780,31,M,0,2022
7948,5/18/2022,t50,AMDU2,3865,9,D,0,2022
7949,5/18/2022,t50,AMDU2,3871,22,D,0,2022
7950,5/18/2022,t50,EPNE,4009,50,M,0,2022
7951,5/18/2022,t50,ERIN4,4278,31,S,0,2022
7952,5/18/2022,t50,LATR2,4394,72,M,0,2022
7953,5/18/2022,t50,LATR2,4406,64,M,0,2022
7954,5/18/2022,t50,ERIN4,4406,29,S,0,2022
7955,5/18/2022,t50,ERIN4,4572,30,S,0,2022
7956,5/18/2022,t50,KRER,5066,15,M,0,2022
7957,5/18/2022,t50,ATCO4,5973,26,D,0,2022
7958,5/18/2022,t50,ATCO4,6009,52,D,0,2022
7959,5/18/2022,t50,PSCO2,6031,55,S,0,2022
7960,5/18/2022,t50,AMDU2,6111,9,D,0,2022
7961,5/18/2022,t50,AMDU2,6106,17,D,0,2022
7962,5/18/2022,t50,STPA4,6114,44,M,0,2022
7963,5/18/2022,t50,YUSC2,6167,205,M,0,2022
7964,5/18/2022,t50,AMDU2,6317,58,M,0,2022
7965,5/18/2022,t50,AMDU2,6342,68,M,0,2022
7966,5/18/2022,t50,MESP2,6634,43,M,0,2022
7967,5/18/2022,t50,AMDU2,6603,7,D,0,2022
7969,5/18/2022,t50,PSCO2,6623,40,D,0,2022
7980,5/18/2022,t50,PSCO2,6699,40,M,0,2022
7981,5/18/2022,t50,PSCO2,6760,9,D,0,2022
7982,5/18/2022,t50,VIPA14,6778,5,M,0,2022
7983,5/18/2022,t50,AMDU2,6822,25,M,0,2022
7984,5/18/2022,t50,AMDU2,6915,14,D,0,2022
7985,5/18/2022,t50,VIPA14,7180,65,M,0,2022
7986,5/18/2022,t50,SAME,7283,31,M,0,2022
7987,5/18/2022,t50,EPNE,7286,35,M,0,2022
7988,5/18/2022,t50,EPNE,7323,66,M,0,2022
7989,5/18/2022,t50,SAME,7321,42,M,0,2022
7990,5/18/2022,t50,VIPA14,7359,20,M,0,2022
7991,5/18/2022,t50,SAME,7365,40,M,0,2022
7992,5/18/2022,t50,EPNE,7398,46,M,0,2022
7993,5/18/2022,t50,SAME,7402,25,M,0,2022
7994,5/18/2022,t50,GUMI,7996,39,D,0,2022
7995,5/18/2022,t50,EPNE,8024,36,M,0,2022
7996,5/18/2022,t50,VIPA14,8009,2,Y,0,2022
7997,5/18/2022,t50,EPNE,8051,3,D,0,2022
7998,5/18/2022,t50,EPNE,8069,2,D,0,2022
7999,5/18/2022,t50,EPNE,8070,34,D,0,2022
8000,5/18/2022,t50,EPNE,8094,64,D,0,2022
8001,5/18/2022,t50,EPNE,8090,24,D,0,2022
8002,5/18/2022,t50,EPNE,8107,10,D,0,2022
8003,5/18/2022,t50,AMDU2,8164,10,D,0,2022
8005,5/18/2022,t50,KRER,8156,30,M,0,2022
8006,5/18/2022,t50,AMDU2,8218,5,D,0,2022
8007,5/18/2022,t50,EPNE,8299,85,M,0,2022
8008,5/18/2022,t50,EPNE,8351,43,M,0,2022
8009,5/18/2022,t50,LATR2,8463,114,M,0,2022
8013,5/18/2022,t50,EPNE,8662,47,M,0,2022
8014,5/18/2022,t50,KRER,8703,15,M,0,2022
8015,5/18/2022,t50,AMDU2,8690,20,D,0,2022
8016,5/18/2022,t50,LATR2,8733,78,M,0,2022
8017,5/18/2022,t50,AMDU2,8752,28,M,0,2022
8018,5/18/2022,t50,AMDU2,8787,36,S,0,2022
8019,5/18/2022,t50,KRER,8797,30,M,0,2022
8021,5/18/2022,t50,LATR2,8853,78,M,0,2022
8022,5/18/2022,t50,KRER,8930,21,M,0,2022
8023,5/18/2022,t50,AMDU2,8971,20,M,0,2022
8024,5/18/2022,t50,EPNE,9033,37,M,0,2022
8025,5/18/2022,t50,EPNE,9095,58,M,0,2022
8026,5/18/2022,t50,AMDU2,9219,34,D,0,2022
8027,5/18/2022,t50,EPNE,9525,79,M,0,2022
8028,5/18/2022,t50,AMDU2,9521,33,D,0,2022
8029,5/18/2022,t50,AMDU2,9563,29,D,0,2022
8031,5/18/2022,t50,EPNE,9577,17,D,0,2022
8032,5/18/2022,t50,AMDU2,9729,15,D,0,2022
8033,5/18/2022,t50,AMDU2,9774,26,D,0,2022
8034,5/18/2022,t50,ERIN4,9765,25,S,0,2022
8035,5/18/2022,t50,AMDU2,9798,42,M,0,2022
8036,5/18/2022,t50,ERIN4,9777,11,S,0,2022
8037,5/18/2022,t50,ERIN4,9782,20,S,0,2022
8039,5/18/2022,t50,ERIN4,9815,12,S,0,2022
8040,5/18/2022,t50,AMDU2,9902,10,D,0,2022
8041,5/19/2022,t51,AMDU2,95,45,M,0,2022
8042,5/19/2022,t51,KRER,439,29,M,0,2022
8043,5/19/2022,t51,KRER,598,40,M,0,2022
8044,5/19/2022,t51,ERIN4,585,47,S,0,2022
8045,5/19/2022,t51,AMDU2,562,40,M,0,2022
8046,5/19/2022,t51,KRER,713,29,M,0,2022
8047,5/19/2022,t51,AMDU2,870,5,D,0,2022
8048,5/19/2022,t51,ERIN4,968,31,S,0,2022
8053,5/19/2022,t51,LATR2,1114,113,M,0,2022
8058,5/19/2022,t51,LATR2,1156,15,D,0,2022
8059,5/19/2022,t51,AMDU2,1924,28,D,0,2022
8061,5/19/2022,t51,AMDU2,1932,1,Y,0,2022
8062,5/19/2022,t51,AMDU2,3500,66,S,0,2022
8063,5/19/2022,t51,LYAN,3520,58,S,0,2022
8064,5/19/2022,t51,LYAN,3602,70,M,0,2022
8065,5/19/2022,t51,AMDU2,3665,39,D,0,2022
8066,5/19/2022,t51,AMDU2,3676,54,M,0,2022
8067,5/19/2022,t51,AMDU2,3720,28,D,0,2022
8068,5/19/2022,t51,XYTO2,3767,46,S,0,2022
8069,5/19/2022,t51,AMDU2,3978,23,D,0,2022
8070,5/19/2022,t51,LYAN,4049,27,D,0,2022
8071,5/19/2022,t51,LYAN,4057,24,D,0,2022
8072,5/19/2022,t51,AMDU2,4693,10,D,0,2022
8073,5/19/2022,t51,AMDU2,4735,49,S,0,2022
8075,5/19/2022,t51,AMDU2,5193,24,D,0,2022
8076,5/19/2022,t51,AMDU2,5281,50,S,0,2022
8079,5/19/2022,t51,ERIN4,5422,18,S,0,2022
8081,5/19/2022,t51,AMDU2,5730,12,D,0,2022
8082,5/19/2022,t51,LATR2,5811,73,M,0,2022
8083,5/19/2022,t51,EPNE,5835,65,M,0,2022
8084,5/19/2022,t51,ERIN4,5860,18,S,0,2022
8085,5/19/2022,t51,EPNE,6027,58,M,0,2022
8086,5/19/2022,t51,EPNE,6172,70,M,0,2022
8087,5/19/2022,t51,AMDU2,6196,39,M,0,2022
8088,5/19/2022,t51,AMDU2,6276,15,D,0,2022
8089,5/19/2022,t51,AMDU2,6564,39,D,0,2022
8090,5/19/2022,t51,AMDU2,6769,10,D,0,2022
8091,5/19/2022,t51,AMDU2,6918,25,D,0,2022
8092,5/19/2022,t51,LATR2,7641,19,D,0,2022
8093,5/19/2022,t51,AMDU2,7673,6,D,0,2022
8094,5/19/2022,t51,AMDU2,7757,33,M,0,2022
8095,5/19/2022,t51,KRER,7834,29,M,0,2022
8096,5/19/2022,t51,AMDU2,8161,14,D,0,2022
8097,5/19/2022,t51,KRER,8207,29,M,0,2022
8098,5/19/2022,t51,ERIN4,8249,19,S,0,2022
8099,5/19/2022,t51,ERIN4,8260,15,S,0,2022
8100,5/19/2022,t51,ERIN4,8271,26,S,0,2022
8101,5/19/2022,t51,ERIN4,8279,19,S,0,2022
8102,5/19/2022,t51,ERIN4,8283,37,S,0,2022
8103,5/19/2022,t51,ERIN4,8288,30,S,0,2022
8104,5/19/2022,t51,ERIN4,8290,21,S,0,2022
8105,5/19/2022,t51,ERIN4,8305,19,S,0,2022
8106,5/19/2022,t51,ERIN4,8326,39,S,0,2022
8107,5/19/2022,t51,ERIN4,8334,40,S,0,2022
8108,5/19/2022,t51,EPNE,8582,30,M,0,2022
8109,5/19/2022,t51,AMDU2,8703,57,M,0,2022
8110,5/19/2022,t51,AMDU2,8803,18,D,0,2022
8111,5/19/2022,t51,AMDU2,8963,19,D,0,2022
8112,5/19/2022,t51,LATR2,9150,22,D,0,2022
8113,5/19/2022,t51,LATR2,9360,14,D,0,2022
8114,5/19/2022,t51,LATR2,9355,40,M,0,2022
8115,5/19/2022,t51,EPNE,9381,9,D,0,2022
8116,5/19/2022,t51,EPNE,9435,58,M,0,2022
8117,5/19/2022,t51,EPNE,9480,58,M,0,2022
8118,5/19/2022,t51,AMDU2,9480,20,D,0,2022
8119,5/19/2022,t51,KRER,9762,35,M,0,2022
8120,5/19/2022,t51,EPNE,9821,62,M,0,2022
8121,5/19/2022,t51,LATR2,9873,49,D,0,2022
8122,5/19/2022,t51,EPNE,9903,37,M,0,2022
8126,5/19/2022,t51,EPNE,9945,5,D,0,2022
8127,5/19/2022,t52,EPNE,516,52,S,0,2022
8128,5/19/2022,t52,LATR2,614,70,M,0,2022
8129,5/19/2022,t52,KRER,2011,32,M,0,2022
8130,5/19/2022,t52,AMDU2,2033,45,S,0,2022
8131,5/19/2022,t52,AMDU2,2035,25,D,0,2022
8136,5/19/2022,t52,LATR2,2364,100,M,0,2022
8143,5/19/2022,t52,AMDU2,3078,4,D,0,2022
8144,5/19/2022,t52,AMDU2,3239,57,S,0,2022
8145,5/19/2022,t52,AMDU2,5814,5,D,0,2022
8146,5/19/2022,t52,AMDU2,5926,48,M,0,2022
8147,5/19/2022,t52,AMDU2,5958,5,D,0,2022
8148,5/19/2022,t52,AMDU2,5983,19,D,0,2022
8149,5/19/2022,t52,YUSC2,6097,22,D,0,2022
8150,5/19/2022,t52,AMDU2,6103,10,D,0,2022
8151,5/19/2022,t52,LYAN,6116,45,S,0,2022
8152,5/19/2022,t52,ACSH,6123,41,S,0,2022
8173,5/19/2022,t52,LYAN,6190,60,S,0,2022
8174,5/19/2022,t52,AMDU2,6229,10,D,0,2022
8175,5/19/2022,t52,KRER,6426,40,M,0,2022
8176,5/19/2022,t52,AMDU2,6569,28,M,0,2022
8177,5/19/2022,t52,AMDU2,6582,38,M,0,2022
8178,5/19/2022,t52,AMDU2,6621,28,D,0,2022
8180,5/19/2022,t52,LATR2,6905,73,M,0,2022
8181,5/19/2022,t52,AMDU2,6912,52,M,0,2022
8196,5/19/2022,t52,AMDU2,7058,20,D,0,2022
8197,5/19/2022,t52,LATR2,7345,100,M,0,2022
8198,5/19/2022,t52,AMDU2,7663,40,M,0,2022
8199,5/19/2022,t52,EPNE,7966,30,M,0,2022
8200,5/19/2022,t52,ERIN4,8104,20,S,0,2022
8202,5/19/2022,t52,ERIN4,8113,15,S,0,2022
8203,5/19/2022,t52,ERIN4,8131,11,S,0,2022
8204,5/19/2022,t52,ERIN4,8139,15,S,0,2022
8205,5/19/2022,t52,AMDU2,8130,14,D,0,2022
8206,5/19/2022,t52,KRER,8938,22,D,0,2022
8211,5/19/2022,t52,AMDU2,9278,3,D,0,2022
8212,5/19/2022,t52,KRER,9597,49,M,0,2022
8228,5/19/2022,t52,AMDU2,9693,11,D,0,2022
8229,5/19/2022,t52,AMDU2,9712,16,D,0,2022
8230,5/19/2022,t52,YUSC2,9879,73,M,0,2022
8231,5/24/2022,t53,EPNE,50,35,S,0,2022
8232,5/24/2022,t53,EPNE,69,55,S,0,2022
8233,5/24/2022,t53,EPNE,66,30,S,0,2022
8234,5/24/2022,t53,EPNE,79,50,S,0,2022
8235,5/24/2022,t53,EPNE,88,44,S,0,2022
8236,5/24/2022,t53,EPNE,103,72,S,0,2022
8237,5/24/2022,t53,EPNE,105,48,S,0,2022
8238,5/24/2022,t53,EPNE,120,55,S,0,2022
8239,5/24/2022,t53,EPNE,123,20,D,0,2022
8240,5/24/2022,t53,AMDU2,1075,17,D,0,2022
8241,5/24/2022,t53,AMDU2,1094,49,S,0,2022
8244,5/24/2022,t53,LATR2,1123,81,M,0,2022
8246,5/24/2022,t53,KRER,1170,28,M,0,2022
8247,5/24/2022,t53,AMDU2,1178,39,S,0,2022
8248,5/24/2022,t53,EPNE,1180,34,D,0,2022
8249,5/24/2022,t53,KRER,1191,20,S,0,2022
8250,5/24/2022,t53,KRER,1203,20,M,0,2022
8251,5/24/2022,t53,AMDU2,2380,46,S,0,2022
8252,5/24/2022,t53,AMDU2,2434,28,D,0,2022
8253,5/24/2022,t53,LATR2,2474,22,D,0,2022
8254,5/24/2022,t53,AMDU2,2510,22,D,0,2022
8255,5/24/2022,t53,AMDU2,2543,41,S,0,2022
8256,5/24/2022,t53,MILA6,2609,55,S,0,2022
8257,5/24/2022,t53,AMDU2,2643,34,M,0,2022
8258,5/24/2022,t53,AMDU2,2846,40,M,0,2022
8259,5/24/2022,t53,AMDU2,2937,58,S,0,2022
8260,5/24/2022,t53,LATR2,2953,68,M,0,2022
8261,5/24/2022,t53,AMDU2,3004,49,M,0,2022
8262,5/24/2022,t53,AMDU2,3095,25,M,0,2022
8263,5/24/2022,t53,YUSC2,3375,144,M,0,2022
8264,5/24/2022,t53,AMDU2,3580,23,M,0,2022
8265,5/24/2022,t53,SAME,3653,43,M,0,2022
8266,5/24/2022,t53,AMDU2,3666,24,D,0,2022
8267,5/24/2022,t53,AMDU2,3885,5,D,0,2022
8268,5/24/2022,t53,EPNE,4049,45,S,0,2022
8269,5/24/2022,t53,LYAN,4073,40,M,0,2022
8270,5/24/2022,t53,EPNE,4082,48,S,0,2022
8271,5/24/2022,t53,AMDU2,4084,30,S,0,2022
8272,5/24/2022,t53,LATR2,4090,83,M,0,2022
8273,5/24/2022,t53,AMDU2,4115,30,M,0,2022
8274,5/24/2022,t53,ACSH,4185,35,S,0,2022
8275,5/24/2022,t53,AMDU2,4259,40,M,0,2022
8276,5/24/2022,t53,AMDU2,4300,10,D,0,2022
8277,5/24/2022,t53,AMDU2,4313,38,S,0,2022
8278,5/24/2022,t53,AMDU2,4433,25,S,0,2022
8279,5/24/2022,t53,AMDU2,4446,30,M,0,2022
8280,5/24/2022,t53,AMDU2,4540,35,M,0,2022
8281,5/24/2022,t53,AMDU2,4549,52,M,0,2022
8282,5/24/2022,t53,KRER,4558,40,M,0,2022
8283,5/24/2022,t53,AMDU2,4859,34,S,0,2022
8284,5/24/2022,t53,LATR2,4865,79,M,0,2022
8285,5/24/2022,t53,AMDU2,4883,31,D,0,2022
8286,5/24/2022,t53,LYAN,4940,47,S,0,2022
8287,5/24/2022,t53,AMDU2,4942,50,S,0,2022
8288,5/24/2022,t53,EPNE,5456,68,S,0,2022
8289,5/24/2022,t53,ACSH,5476,28,S,0,2022
8290,5/24/2022,t53,EPNE,5623,58,M,0,2022
8291,5/24/2022,t53,AMDU2,5708,4,D,0,2022
8292,5/24/2022,t53,KRER,5718,34,M,0,2022
8293,5/24/2022,t53,AMDU2,5723,28,M,0,2022
8294,5/24/2022,t53,AMDU2,5774,8,D,0,2022
8295,5/24/2022,t53,AMDU2,5906,39,M,0,2022
8296,5/24/2022,t53,AMDU2,5939,14,D,0,2022
8297,5/24/2022,t53,LATR2,6099,70,M,0,2022
8298,5/24/2022,t53,AMDU2,6120,37,S,0,2022
8299,5/24/2022,t53,AMDU2,6145,38,S,0,2022
8300,5/24/2022,t53,AMDU2,6163,30,S,0,2022
8301,5/24/2022,t53,AMDU2,6248,50,M,0,2022
8302,5/24/2022,t53,AMDU2,6281,43,M,0,2022
8303,5/24/2022,t53,EPNE,6285,30,S,0,2022
8304,5/24/2022,t53,EPNE,6311,42,M,0,2022
8305,5/24/2022,t53,OPBA2,6555,20,M,0,2022
8306,5/24/2022,t53,KRER,6752,32,M,0,2022
8307,5/24/2022,t53,ERIN4,6776,27,S,0,2022
8308,5/24/2022,t53,ERIN4,6780,21,S,0,2022
8310,5/24/2022,t53,AMDU2,6790,16,D,0,2022
8311,5/24/2022,t53,AMDU2,6807,31,M,0,2022
8313,5/24/2022,t53,AMDU2,6816,51,M,0,2022
8314,5/24/2022,t53,ERIN4,6846,13,S,0,2022
8315,5/24/2022,t53,ERIN4,6864,18,S,0,2022
8316,5/24/2022,t53,ERIN4,6875,15,S,0,2022
8317,5/24/2022,t53,AMDU2,6915,5,D,0,2022
8318,5/24/2022,t53,ERIN4,6957,15,S,0,2022
8319,5/24/2022,t53,AMDU2,6986,24,M,0,2022
8320,5/24/2022,t53,KRER,7040,28,D,0,2022
8321,5/24/2022,t53,AMDU2,7054,7,D,0,2022
8322,5/24/2022,t53,AMDU2,7066,15,D,0,2022
8323,5/24/2022,t53,AMDU2,7069,30,D,0,2022
8324,5/24/2022,t53,AMDU2,7077,28,D,0,2022
8328,5/24/2022,t53,AMDU2,7082,1,D,0,2022
