date,transect,L1_location_cm,L2_location_cm,L3_location_cm,L4_location_cm,L4_diameter_cm,slope_degrees
4/27/2022,t25,5653,,,,,
4/27/2022,t25,5654,,,,,
4/27/2022,t25,5656,,,,,
4/27/2022,t25,5701,,,,,
4/27/2022,t25,5712,,,,,
4/27/2022,t25,5715,,,,,
4/27/2022,t25,5715,,,,,
4/27/2022,t25,5716,,,,,
4/27/2022,t25,5717,,,,,
4/27/2022,t25,5718,,,,,
4/27/2022,t25,5720,,,,,
4/27/2022,t25,5723,,,,,
5/3/2022,t26,4255,4047,,,,
5/3/2022,t26,4273,4215,,,,
5/3/2022,t26,4522,6083,,,,
5/3/2022,t26,4554,6092,,,,
5/3/2022,t26,4559,,,,,
5/3/2022,t26,4560,,,,,
5/3/2022,t26,4561,,,,,
5/3/2022,t26,4573,,,,,
5/3/2022,t26,5286,,,,,
5/3/2022,t26,5313,,,,,
5/3/2022,t26,5328,,,,,
5/3/2022,t26,5344,,,,,
5/3/2022,t26,5358,,,,,
5/3/2022,t26,5362,,,,,
5/3/2022,t26,5363,,,,,
5/3/2022,t26,5364,,,,,
5/3/2022,t26,5387,,,,,
5/3/2022,t26,5389,,,,,
5/3/2022,t26,5399,,,,,
5/3/2022,t26,5409,,,,,
5/3/2022,t26,5421,,,,,
5/3/2022,t26,5426,,,,,
5/3/2022,t26,5448,,,,,
5/3/2022,t26,5509,,,,,
5/3/2022,t26,5549,,,,,
5/3/2022,t26,5561,,,,,
5/3/2022,t26,5604,,,,,
5/3/2022,t26,5607,,,,,
5/3/2022,t26,5660,,,,,
5/3/2022,t26,5720,,,,,
5/3/2022,t26,5749,,,,,
5/3/2022,t27,4860,,,,,
5/3/2022,t27,4872,,,,,
5/3/2022,t27,4899,,,,,
5/3/2022,t27,4963,,,,,
5/3/2022,t27,4971,,,,,
5/3/2022,t27,4971,,,,,
5/3/2022,t27,4981,,,,,
5/3/2022,t27,4990,,,,,
5/3/2022,t27,4993,,,,,
5/3/2022,t27,4994,,,,,
5/3/2022,t27,4995,,,,,
5/3/2022,t27,5005,,,,,
5/3/2022,t27,5078,,,,,
5/3/2022,t27,5115,,,,,
5/3/2022,t27,5116,,,,,
5/3/2022,t27,5121,,,,,
5/3/2022,t27,5345,,,,,
5/3/2022,t27,5356,,,,,
5/3/2022,t27,5372,,,,,
5/3/2022,t27,5373,,,,,
5/3/2022,t27,5393,,,,,
5/3/2022,t27,5402,,,,,
5/3/2022,t27,5402,,,,,
5/3/2022,t27,5419,,,,,
5/3/2022,t27,5421,,,,,
5/3/2022,t27,5424,,,,,
5/3/2022,t27,5425,,,,,
5/3/2022,t27,5426,,,,,
5/3/2022,t27,5428,,,,,
5/3/2022,t27,5438,,,,,
5/3/2022,t27,5445,,,,,
5/3/2022,t27,5453,,,,,
5/3/2022,t27,5484,,,,,
5/3/2022,t27,5541,,,,,
5/3/2022,t27,5574,,,,,
5/3/2022,t27,5593,,,,,
5/3/2022,t27,5601,,,,,
5/4/2022,t28,4428,4865,,,,
5/4/2022,t28,4429,4894,,,,
5/4/2022,t28,4434,4902,,,,
5/4/2022,t28,4461,4903,,,,
5/4/2022,t28,4467,5479,,,,
5/4/2022,t28,4470,5485,,,,
5/4/2022,t28,4639,5490,,,,
5/4/2022,t28,4708,5769,,,,
5/4/2022,t28,4728,5783,,,,
5/4/2022,t28,4750,5801,,,,
5/4/2022,t28,4857,6200,,,,
5/4/2022,t28,4860,6202,,,,
5/4/2022,t28,4883,,,,,
5/4/2022,t28,4885,,,,,
5/4/2022,t28,4887,,,,,
5/4/2022,t28,4891,,,,,
5/4/2022,t28,4913,,,,,
5/4/2022,t28,4922,,,,,
5/4/2022,t28,4929,,,,,
5/4/2022,t28,4986,,,,,
5/4/2022,t28,4989,,,,,
5/4/2022,t28,4992,,,,,
5/4/2022,t28,4994,,,,,
5/4/2022,t28,4996,,,,,
5/4/2022,t28,4997,,,,,
5/4/2022,t28,4997,,,,,
5/4/2022,t28,5000,,,,,
5/4/2022,t28,5006,,,,,
5/4/2022,t28,5016,,,,,
5/4/2022,t28,5027,,,,,
5/4/2022,t28,5120,,,,,
5/4/2022,t28,5177,,,,,
5/4/2022,t28,5182,,,,,
5/4/2022,t28,5182,,,,,
5/4/2022,t28,5189,,,,,
5/4/2022,t28,5190,,,,,
5/4/2022,t28,5192,,,,,
5/4/2022,t28,5196,,,,,
5/4/2022,t28,5196,,,,,
5/4/2022,t28,5197,,,,,
5/4/2022,t28,5248,,,,,
5/4/2022,t28,5283,,,,,
5/4/2022,t28,5284,,,,,
5/4/2022,t28,5370,,,,,
5/4/2022,t28,5375,,,,,
5/4/2022,t28,5377,,,,,
5/4/2022,t28,5380,,,,,
5/4/2022,t28,5381,,,,,
5/4/2022,t28,5387,,,,,
5/4/2022,t28,5389,,,,,
5/4/2022,t28,5395,,,,,
5/4/2022,t28,5397,,,,,
5/4/2022,t28,5398,,,,,
5/4/2022,t28,5400,,,,,
5/4/2022,t28,5405,,,,,
5/4/2022,t28,5407,,,,,
5/4/2022,t28,5409,,,,,
5/4/2022,t28,5410,,,,,
5/4/2022,t28,5414,,,,,
5/4/2022,t28,5418,,,,,
5/4/2022,t28,5420,,,,,
5/4/2022,t28,5429,,,,,
5/4/2022,t28,5435,,,,,
5/4/2022,t28,5451,,,,,
5/4/2022,t28,5457,,,,,
5/4/2022,t28,5461,,,,,
5/4/2022,t28,5469,,,,,
5/4/2022,t28,5470,,,,,
5/4/2022,t28,5493,,,,,
5/4/2022,t28,5495,,,,,
5/4/2022,t28,5493,,,,,
5/4/2022,t28,5497,,,,,
5/4/2022,t28,5499,,,,,
5/4/2022,t28,5505,,,,,
5/4/2022,t28,5523,,,,,
5/4/2022,t28,5603,,,,,
5/4/2022,t28,5617,,,,,
5/4/2022,t28,5703,,,,,
5/4/2022,t28,5723,,,,,
5/4/2022,t28,5725,,,,,
5/4/2022,t28,5725,,,,,
5/4/2022,t28,5735,,,,,
5/4/2022,t28,5735,,,,,
5/4/2022,t28,5738,,,,,
5/4/2022,t28,5740,,,,,
5/4/2022,t28,5749,,,,,
5/4/2022,t29,4371,,,,,
5/4/2022,t29,4396,,,,,
5/4/2022,t29,4428,,,,,
5/4/2022,t29,4423,,,,,
5/4/2022,t29,4435,,,,,
5/4/2022,t29,4477,,,,,
5/4/2022,t29,4515,,,,,
5/4/2022,t29,4637,,,,,
5/4/2022,t29,4668,,,,,
5/4/2022,t29,4672,,,,,
5/4/2022,t29,5701,,,,,
5/4/2022,t29,5741,,,,,
5/5/2022,t30,4271,3387,,,,
5/5/2022,t30,4320,3914,,,,
5/5/2022,t30,4334,4309,,,,
5/5/2022,t30,4340,4361,,,,
5/5/2022,t30,4347,5733,,,,
5/5/2022,t30,4367,5738,,,,
5/5/2022,t30,4443,6156,,,,
5/5/2022,t30,4444,,,,,
5/5/2022,t30,4588,,,,,
5/5/2022,t30,4606,,,,,
5/5/2022,t30,4662,,,,,
5/5/2022,t30,4664,,,,,
5/5/2022,t30,4844,,,,,
5/5/2022,t30,5258,,,,,
5/5/2022,t30,5291,,,,,
5/5/2022,t30,5294,,,,,
5/5/2022,t30,5296,,,,,
5/5/2022,t30,5297,,,,,
5/5/2022,t30,5300,,,,,
5/5/2022,t30,5302,,,,,
5/5/2022,t30,5303,,,,,
5/5/2022,t30,5305,,,,,
5/5/2022,t30,5550,,,,,
5/5/2022,t30,5682,,,,,
5/5/2022,t30,5683,,,,,
5/5/2022,t30,5694,,,,,
5/5/2022,t30,5694,,,,,
5/5/2022,t30,5700,,,,,
5/5/2022,t30,5712,,,,,
5/5/2022,t30,5715,,,,,
5/5/2022,t30,5716,,,,,
5/5/2022,t31,4254,5772,,5747,16,
5/5/2022,t31,4287,5777,,,,
5/5/2022,t31,4304,5976,,,,
5/5/2022,t31,4303,5983,,,,
5/5/2022,t31,4319,,,,,
5/5/2022,t31,4324,,,,,
5/5/2022,t31,4330,,,,,
5/5/2022,t31,4725,,,,,
5/5/2022,t31,4727,,,,,
5/5/2022,t31,4777,,,,,
5/5/2022,t31,4805,,,,,
5/5/2022,t31,4807,,,,,
5/5/2022,t31,4824,,,,,
5/5/2022,t31,4831,,,,,
5/5/2022,t31,4833,,,,,
5/5/2022,t31,4985,,,,,
5/5/2022,t31,4988,,,,,
5/5/2022,t31,5004,,,,,
5/5/2022,t31,5042,,,,,
5/5/2022,t31,5080,,,,,
5/5/2022,t31,5165,,,,,
5/5/2022,t31,5216,,,,,
5/5/2022,t31,5256,,,,,
5/5/2022,t31,5309,,,,,
5/5/2022,t31,5360,,,,,
5/5/2022,t31,5370,,,,,
5/5/2022,t31,5375,,,,,
5/5/2022,t31,5377,,,,,
5/5/2022,t31,5379,,,,,
5/5/2022,t31,5385,,,,,
5/5/2022,t31,5385,,,,,
5/5/2022,t31,5400,,,,,
5/5/2022,t31,5407,,,,,
5/5/2022,t31,5413,,,,,
5/5/2022,t31,5456,,,,,
5/5/2022,t31,5483,,,,,
5/5/2022,t31,5487,,,,,
5/5/2022,t31,5493,,,,,
5/5/2022,t31,5534,,,,,
5/5/2022,t31,5553,,,,,
5/9/2022,t32,4250,4471,,8573,11,4
5/9/2022,t32,4250,4484,,8538,14,
5/9/2022,t32,4251,4492,,,,
5/9/2022,t32,4251,4518,,,,
5/9/2022,t32,4253,4510,,,,
5/9/2022,t32,4279,4520,,,,
5/9/2022,t32,4300,4584,,,,
5/9/2022,t32,4321,4587,,,,
5/9/2022,t32,4333,5740,,,,
5/9/2022,t32,4342,5772,,,,
5/9/2022,t32,4350,5781,,,,
5/9/2022,t32,4361,5794,,,,
5/9/2022,t32,4375,5806,,,,
5/9/2022,t32,4381,,,,,
5/9/2022,t32,4385,,,,,
5/9/2022,t32,4387,,,,,
5/9/2022,t32,4407,,,,,
5/9/2022,t32,4448,,,,,
5/9/2022,t32,4456,,,,,
5/9/2022,t32,4485,,,,,
5/9/2022,t32,4485,,,,,
5/9/2022,t32,4486,,,,,
5/9/2022,t32,4486,,,,,
5/9/2022,t32,4486,,,,,
5/9/2022,t32,4487,,,,,
5/9/2022,t32,4488,,,,,
5/9/2022,t32,4488,,,,,
5/9/2022,t32,4489,,,,,
5/9/2022,t32,4489,,,,,
5/9/2022,t32,4492,,,,,
5/9/2022,t32,4493,,,,,
5/9/2022,t32,4495,,,,,
5/9/2022,t32,4501,,,,,
5/9/2022,t32,4518,,,,,
5/9/2022,t32,4519,,,,,
5/9/2022,t32,4536,,,,,
5/9/2022,t32,4591,,,,,
5/9/2022,t32,4605,,,,,
5/9/2022,t32,4638,,,,,
5/9/2022,t32,4716,,,,,
5/9/2022,t32,4719,,,,,
5/9/2022,t32,4805,,,,,
5/9/2022,t32,4942,,,,,
5/9/2022,t32,4950,,,,,
5/9/2022,t32,5306,,,,,
5/9/2022,t32,5496,,,,,
5/9/2022,t32,5540,,,,,
5/9/2022,t32,5563,,,,,
5/9/2022,t32,5563,,,,,
5/9/2022,t32,5579,,,,,
5/9/2022,t32,5617,,,,,
5/9/2022,t32,5628,,,,,
5/9/2022,t32,5630,,,,,
5/9/2022,t32,5641,,,,,
5/9/2022,t32,5654,,,,,
5/9/2022,t32,5655,,,,,
5/9/2022,t32,5675,,,,,
5/9/2022,t32,5708,,,,,
5/9/2022,t32,5737,,,,,
5/9/2022,t32,5745,,,,,
5/9/2022,t32,5744,,,,,
5/9/2022,t32,5743,,,,,
5/9/2022,t32,5749,,,,,
5/9/2022,t32,5750,,,,,
5/10/2022,t33,4266,4661,,2517,8,0
5/10/2022,t33,4323,5215,,,,
5/10/2022,t33,4323,5227,,,,
5/10/2022,t33,4328,5255,,,,
5/10/2022,t33,4346,5320,,,,
5/10/2022,t33,4347,5549,,,,
5/10/2022,t33,4351,5580,,,,
5/10/2022,t33,4352,6014,,,,
5/10/2022,t33,4354,,,,,
5/10/2022,t33,4360,,,,,
5/10/2022,t33,4375,,,,,
5/10/2022,t33,4561,,,,,
5/10/2022,t33,4575,,,,,
5/10/2022,t33,4625,,,,,
5/10/2022,t33,4631,,,,,
5/10/2022,t33,4636,,,,,
5/10/2022,t33,4637,,,,,
5/10/2022,t33,4638,,,,,
5/10/2022,t33,4641,,,,,
5/10/2022,t33,4644,,,,,
5/10/2022,t33,4649,,,,,
5/10/2022,t33,4654,,,,,
5/10/2022,t33,4666,,,,,
5/10/2022,t33,4672,,,,,
5/10/2022,t33,4677,,,,,
5/10/2022,t33,4691,,,,,
5/10/2022,t33,4691,,,,,
5/10/2022,t33,4692,,,,,
5/10/2022,t33,4692,,,,,
5/10/2022,t33,4693,,,,,
5/10/2022,t33,4698,,,,,
5/10/2022,t33,4698,,,,,
5/10/2022,t33,4699,,,,,
5/10/2022,t33,4705,,,,,
5/10/2022,t33,4706,,,,,
5/10/2022,t33,4708,,,,,
5/10/2022,t33,4711,,,,,
5/10/2022,t33,4712,,,,,
5/10/2022,t33,4713,,,,,
5/10/2022,t33,4714,,,,,
5/10/2022,t33,4714,,,,,
5/10/2022,t33,4715,,,,,
5/10/2022,t33,4723,,,,,
5/10/2022,t33,4724,,,,,
5/10/2022,t33,4725,,,,,
5/10/2022,t33,4727,,,,,
5/10/2022,t33,4765,,,,,
5/10/2022,t33,4781,,,,,
5/10/2022,t33,4797,,,,,
5/10/2022,t33,5042,,,,,
5/10/2022,t33,5057,,,,,
5/10/2022,t33,5058,,,,,
5/10/2022,t33,5059,,,,,
5/10/2022,t33,5181,,,,,
5/10/2022,t33,5221,,,,,
5/10/2022,t33,5222,,,,,
5/10/2022,t33,5233,,,,,
5/10/2022,t33,5234,,,,,
5/10/2022,t33,5243,,,,,
5/10/2022,t33,5251,,,,,
5/10/2022,t33,5267,,,,,
5/10/2022,t33,5271,,,,,
5/10/2022,t33,5280,,,,,
5/10/2022,t33,5284,,,,,
5/10/2022,t33,5387,,,,,
5/10/2022,t33,5395,,,,,
5/10/2022,t33,5305,,,,,
5/10/2022,t33,5309,,,,,
5/10/2022,t33,5306,,,,,
5/10/2022,t33,5315,,,,,
5/10/2022,t33,5313,,,,,
5/10/2022,t33,5336,,,,,
5/10/2022,t33,5348,,,,,
5/10/2022,t33,5355,,,,,
5/10/2022,t33,5376,,,,,
5/10/2022,t33,5393,,,,,
5/10/2022,t33,5396,,,,,
5/10/2022,t33,5411,,,,,
5/10/2022,t33,5416,,,,,
5/10/2022,t33,5418,,,,,
5/10/2022,t33,5423,,,,,
5/10/2022,t33,5427,,,,,
5/10/2022,t33,5467,,,,,
5/10/2022,t33,5469,,,,,
5/10/2022,t33,5470,,,,,
5/10/2022,t33,5474,,,,,
5/10/2022,t33,5475,,,,,
5/10/2022,t33,5481,,,,,
5/10/2022,t33,5485,,,,,
5/10/2022,t33,5488,,,,,
5/10/2022,t33,5496,,,,,
5/10/2022,t33,5507,,,,,
5/10/2022,t33,5560,,,,,
5/10/2022,t33,5575,,,,,
5/10/2022,t33,5586,,,,,
5/10/2022,t34,4270,,,,,3
5/10/2022,t34,4369,,,,,
5/10/2022,t34,4374,,,,,
5/10/2022,t34,4407,,,,,
5/10/2022,t34,4402,,,,,
5/10/2022,t34,4464,,,,,
5/10/2022,t34,4470,,,,,
5/10/2022,t34,4475,,,,,
5/10/2022,t34,4478,,,,,
5/10/2022,t34,4501,,,,,
5/10/2022,t34,4512,,,,,
5/10/2022,t34,4513,,,,,
5/10/2022,t34,4571,,,,,
5/10/2022,t34,4584,,,,,
5/10/2022,t34,4606,,,,,
5/10/2022,t34,4609,,,,,
5/10/2022,t34,4606,,,,,
5/10/2022,t34,4610,,,,,
5/10/2022,t34,4610,,,,,
5/10/2022,t34,4610,,,,,
5/10/2022,t34,4611,,,,,
5/10/2022,t34,4613,,,,,
5/10/2022,t34,4618,,,,,
5/10/2022,t34,4621,,,,,
5/10/2022,t34,4622,,,,,
5/10/2022,t34,4625,,,,,
5/10/2022,t34,4636,,,,,
5/10/2022,t34,4690,,,,,
5/10/2022,t34,4707,,,,,
5/10/2022,t34,4922,,,,,
5/10/2022,t34,5340,,,,,
5/10/2022,t35,4316,4719,,,,2
5/10/2022,t35,4354,4855,,,,
5/10/2022,t35,4355,5936,,,,
5/10/2022,t35,4357,,,,,
5/10/2022,t35,4359,,,,,
5/10/2022,t35,4361,,,,,
5/10/2022,t35,4368,,,,,
5/10/2022,t35,4368,,,,,
5/10/2022,t35,4369,,,,,
5/10/2022,t35,4374,,,,,
5/10/2022,t35,4394,,,,,
5/10/2022,t35,4399,,,,,
5/10/2022,t35,4401,,,,,
5/10/2022,t35,4413,,,,,
5/10/2022,t35,4419,,,,,
5/10/2022,t35,4431,,,,,
5/10/2022,t35,4434,,,,,
5/10/2022,t35,4490,,,,,
5/10/2022,t35,4524,,,,,
5/10/2022,t35,4524,,,,,
5/10/2022,t35,4525,,,,,
5/10/2022,t35,4526,,,,,
5/10/2022,t35,4526,,,,,
5/10/2022,t35,4527,,,,,
5/10/2022,t35,4529,,,,,
5/10/2022,t35,4529,,,,,
5/10/2022,t35,4559,,,,,
5/10/2022,t35,4590,,,,,
5/10/2022,t35,4646,,,,,
5/10/2022,t35,4664,,,,,
5/10/2022,t35,4669,,,,,
5/10/2022,t35,4679,,,,,
5/10/2022,t35,4692,,,,,
5/10/2022,t35,4700,,,,,
5/10/2022,t35,4707,,,,,
5/10/2022,t35,4710,,,,,
5/10/2022,t35,4711,,,,,
5/10/2022,t35,4712,,,,,
5/10/2022,t35,4713,,,,,
5/10/2022,t35,4714,,,,,
5/10/2022,t35,4716,,,,,
5/10/2022,t35,4718,,,,,
5/10/2022,t35,4719,,,,,
5/10/2022,t35,4720,,,,,
5/10/2022,t35,4724,,,,,
5/10/2022,t35,4730,,,,,
5/10/2022,t35,4733,,,,,
5/10/2022,t35,4740,,,,,
5/10/2022,t35,4750,,,,,
5/10/2022,t35,4759,,,,,
5/10/2022,t35,4784,,,,,
5/10/2022,t35,4798,,,,,
5/10/2022,t35,4810,,,,,
5/10/2022,t35,4835,,,,,
5/10/2022,t35,5168,,,,,
5/10/2022,t35,5267,,,,,
5/10/2022,t35,5294,,,,,
5/10/2022,t35,5298,,,,,
5/10/2022,t35,5299,,,,,
5/10/2022,t35,5300,,,,,
5/10/2022,t35,5303,,,,,
5/10/2022,t35,5307,,,,,
5/10/2022,t35,5309,,,,,
5/10/2022,t35,5310,,,,,
5/10/2022,t35,5311,,,,,
5/10/2022,t35,5312,,,,,
5/10/2022,t35,5316,,,,,
5/10/2022,t35,5319,,,,,
5/10/2022,t35,5321,,,,,
5/10/2022,t35,5322,,,,,
5/10/2022,t35,5323,,,,,
5/10/2022,t35,5327,,,,,
5/10/2022,t35,5327,,,,,
5/10/2022,t35,5333,,,,,
5/10/2022,t35,5343,,,,,
5/10/2022,t35,5371,,,,,
5/10/2022,t35,5457,,,,,
5/10/2022,t35,5556,,,,,
5/10/2022,t35,5576,,,,,
5/10/2022,t35,5686,,,,,
5/11/2022,t36,4516,5265,,,,2
5/11/2022,t36,4519,,,,,
5/11/2022,t36,4523,,,,,
5/11/2022,t36,4530,,,,,
5/11/2022,t36,4531,,,,,
5/11/2022,t36,4533,,,,,
5/11/2022,t36,4540,,,,,
5/11/2022,t36,4545,,,,,
5/11/2022,t36,4553,,,,,
5/11/2022,t36,4643,,,,,
5/11/2022,t36,4646,,,,,
5/11/2022,t36,4656,,,,,
5/11/2022,t36,4663,,,,,
5/11/2022,t36,4669,,,,,
5/11/2022,t36,4690,,,,,
5/11/2022,t36,4900,,,,,
5/11/2022,t36,4909,,,,,
5/11/2022,t36,4941,,,,,
5/11/2022,t36,4948,,,,,
5/11/2022,t36,4951,,,,,
5/11/2022,t36,5008,,,,,
5/11/2022,t36,5073,,,,,
5/11/2022,t36,5092,,,,,
5/11/2022,t36,5110,,,,,
5/11/2022,t36,5198,,,,,
5/11/2022,t36,5203,,,,,
5/11/2022,t36,5213,,,,,
5/11/2022,t36,5231,,,,,
5/11/2022,t36,5236,,,,,
5/11/2022,t36,5252,,,,,
5/11/2022,t36,5263,,,,,
5/11/2022,t36,5267,,,,,
5/11/2022,t36,5279,,,,,
5/11/2022,t36,5283,,,,,
5/11/2022,t36,5288,,,,,
5/11/2022,t36,5293,,,,,
5/11/2022,t36,5380,,,,,
5/11/2022,t36,5431,,,,,
5/11/2022,t36,5608,,,,,
5/11/2022,t36,5643,,,,,
5/11/2022,t36,5680,,,,,
5/11/2022,t36,5681,,,,,
5/11/2022,t36,5689,,,,,
5/11/2022,t37,4351,4242,,,,2
5/11/2022,t37,4352,4652,,,,
5/11/2022,t37,4354,5622,,,,
5/11/2022,t37,4358,5628,,,,
5/11/2022,t37,4388,5656,,,,
5/11/2022,t37,4393,5667,,,,
5/11/2022,t37,4666,,,,,
5/11/2022,t37,4925,,,,,
5/11/2022,t37,5076,,,,,
5/11/2022,t37,5097,,,,,
5/11/2022,t37,5152,,,,,
5/11/2022,t37,5166,,,,,
5/11/2022,t37,5195,,,,,
5/11/2022,t37,5198,,,,,
5/11/2022,t37,5202,,,,,
5/11/2022,t37,5230,,,,,
5/11/2022,t37,5246,,,,,
5/11/2022,t37,5346,,,,,
5/11/2022,t37,5347,,,,,
5/11/2022,t37,5360,,,,,
5/11/2022,t37,5363,,,,,
5/11/2022,t37,5389,,,,,
5/11/2022,t37,5410,,,,,
5/11/2022,t37,5430,,,,,
5/11/2022,t37,5470,,,,,
5/11/2022,t37,5531,,,,,
5/11/2022,t37,5603,,,,,
5/11/2022,t37,5633,,,,,
5/11/2022,t37,5643,,,,,
5/11/2022,t37,5665,,,,,
5/11/2022,t37,5678,,,,,
5/11/2022,t37,5683,,,,,
5/11/2022,t37,5733,,,,,
5/12/2022,t38,4251,5513,4509,4492,19,2
5/12/2022,t38,4264,5733,,,,
5/12/2022,t38,4277,5767,,,,
5/12/2022,t38,4278,6224,,,,
5/12/2022,t38,4317,4644,,,,
5/12/2022,t38,4326,,,,,
5/12/2022,t38,4489,,,,,
5/12/2022,t38,4569,,,,,
5/12/2022,t38,4649,,,,,
5/12/2022,t38,4664,,,,,
5/12/2022,t38,4667,,,,,
5/12/2022,t38,4680,,,,,
5/12/2022,t38,4854,,,,,
5/12/2022,t38,4855,,,,,
5/12/2022,t38,4856,,,,,
5/12/2022,t38,5121,,,,,
5/12/2022,t38,5123,,,,,
5/12/2022,t38,5123,,,,,
5/12/2022,t38,5124,,,,,
5/12/2022,t38,5125,,,,,
5/12/2022,t38,5128,,,,,
5/12/2022,t38,5157,,,,,
5/12/2022,t38,5157,,,,,
5/12/2022,t38,5151,,,,,
5/12/2022,t38,5172,,,,,
5/12/2022,t38,5173,,,,,
5/12/2022,t38,5175,,,,,
5/12/2022,t38,5176,,,,,
5/12/2022,t38,5177,,,,,
5/12/2022,t38,5179,,,,,
5/12/2022,t38,5190,,,,,
5/12/2022,t38,5207,,,,,
5/12/2022,t38,5208,,,,,
5/12/2022,t38,5214,,,,,
5/12/2022,t38,5215,,,,,
5/12/2022,t38,5218,,,,,
5/12/2022,t38,5226,,,,,
5/12/2022,t38,5232,,,,,
5/12/2022,t38,5233,,,,,
5/12/2022,t38,5245,,,,,
5/12/2022,t38,5253,,,,,
5/12/2022,t38,5291,,,,,
5/12/2022,t38,5262,,,,,
5/12/2022,t38,5267,,,,,
5/12/2022,t38,5297,,,,,
5/12/2022,t38,5298,,,,,
5/12/2022,t38,5326,,,,,
5/12/2022,t38,5349,,,,,
5/12/2022,t38,5388,,,,,
5/12/2022,t38,5390,,,,,
5/12/2022,t38,5395,,,,,
5/12/2022,t38,5402,,,,,
5/12/2022,t38,5407,,,,,
5/12/2022,t38,5411,,,,,
5/12/2022,t38,5416,,,,,
5/12/2022,t38,5420,,,,,
5/12/2022,t38,5421,,,,,
5/12/2022,t38,5430,,,,,
5/12/2022,t38,5435,,,,,
5/12/2022,t38,5448,,,,,
5/12/2022,t38,5455,,,,,
5/12/2022,t38,5457,,,,,
5/12/2022,t38,5460,,,,,
5/12/2022,t38,5480,,,,,
5/12/2022,t38,5487,,,,,
5/12/2022,t38,5491,,,,,
5/12/2022,t38,5490,,,,,
5/12/2022,t38,5488,,,,,
5/12/2022,t38,5498,,,,,
5/12/2022,t38,5491,,,,,
5/12/2022,t38,5494,,,,,
5/12/2022,t38,5499,,,,,
5/12/2022,t38,5506,,,,,
5/12/2022,t38,5519,,,,,
5/12/2022,t38,5711,,,,,
5/12/2022,t38,5736,,,,,
5/12/2022,t38,5741,,,,,
5/12/2022,t38,5742,,,,,
5/12/2022,t38,5744,,,,,
5/12/2022,t39,4540,4731,,,,5
5/12/2022,t39,4610,5635,,,,
5/12/2022,t39,4749,5692,,,,
5/12/2022,t39,4767,5718,,,,
5/12/2022,t39,4796,5734,,,,
5/12/2022,t39,5180,6158,,,,
5/12/2022,t39,5181,,,,,
5/12/2022,t39,5219,,,,,
5/12/2022,t39,5369,,,,,
5/12/2022,t39,5372,,,,,
5/12/2022,t39,5463,,,,,
5/12/2022,t39,5504,,,,,
5/12/2022,t39,5524,,,,,
5/12/2022,t39,5532,,,,,
5/12/2022,t39,5582,,,,,
5/12/2022,t39,5584,,,,,
5/12/2022,t39,5587,,,,,
5/12/2022,t39,5596,,,,,
5/12/2022,t39,5649,,,,,
5/12/2022,t39,5657,,,,,
5/12/2022,t39,5661,,,,,
5/12/2022,t39,5669,,,,,
5/12/2022,t39,5708,,,,,
5/12/2022,t40,4538,5438,,,,4
5/12/2022,t40,4619,,,,,
5/12/2022,t40,4787,,,,,
5/12/2022,t40,5065,,,,,
5/12/2022,t40,5068,,,,,
5/12/2022,t40,5207,,,,,
5/12/2022,t40,5237,,,,,
5/12/2022,t40,5348,,,,,
5/12/2022,t40,5373,,,,,
5/12/2022,t40,5371,,,,,
5/12/2022,t40,5387,,,,,
5/12/2022,t40,5394,,,,,
5/12/2022,t40,5396,,,,,
5/12/2022,t40,5409,,,,,
5/12/2022,t40,5417,,,,,
5/12/2022,t40,5422,,,,,
5/12/2022,t40,5429,,,,,
5/12/2022,t40,5433,,,,,
5/12/2022,t40,5430,,,,,
5/12/2022,t40,5431,,,,,
5/12/2022,t40,5435,,,,,
5/12/2022,t40,5435,,,,,
5/12/2022,t40,5435,,,,,
5/12/2022,t40,5436,,,,,
5/12/2022,t40,5437,,,,,
5/12/2022,t40,5439,,,,,
5/12/2022,t40,5439,,,,,
5/12/2022,t40,5442,,,,,
5/12/2022,t40,5443,,,,,
5/12/2022,t40,5443,,,,,
5/12/2022,t40,5447,,,,,
5/12/2022,t40,5447,,,,,
5/12/2022,t40,5450,,,,,
5/12/2022,t40,5455,,,,,
5/12/2022,t40,5455,,,,,
5/12/2022,t40,5455,,,,,
5/12/2022,t40,5455,,,,,
5/12/2022,t40,5454,,,,,
5/12/2022,t40,5454,,,,,
5/12/2022,t40,5453,,,,,
5/12/2022,t40,5453,,,,,
5/12/2022,t40,5452,,,,,
5/12/2022,t40,5451,,,,,
5/12/2022,t40,5460,,,,,
5/12/2022,t40,5461,,,,,
5/12/2022,t40,5462,,,,,
5/12/2022,t40,5465,,,,,
5/12/2022,t40,5468,,,,,
5/12/2022,t40,5467,,,,,
5/12/2022,t40,5469,,,,,
5/12/2022,t40,5471,,,,,
5/12/2022,t40,5472,,,,,
5/12/2022,t40,5473,,,,,
5/12/2022,t40,5474,,,,,
5/12/2022,t40,5478,,,,,
5/12/2022,t40,5491,,,,,
5/12/2022,t40,5491,,,,,
5/12/2022,t40,5491,,,,,
5/12/2022,t40,5495,,,,,
5/12/2022,t40,5496,,,,,
5/12/2022,t40,5497,,,,,
5/12/2022,t40,5505,,,,,
5/12/2022,t40,5504,,,,,
5/12/2022,t40,5566,,,,,
5/12/2022,t40,5575,,,,,
5/12/2022,t40,5584,,,,,
5/12/2022,t40,5589,,,,,
5/12/2022,t40,5593,,,,,
